pl_name,disc_year,discoverymethod
"Kepler-1600 b",2016,"Transit"
"Kepler-49 c",2012,"Transit"
"KMT-2020-BLG-0414L b",2021,"Microlensing"
"Kepler-717 b",2016,"Transit"
"Kepler-1566 b",2016,"Transit"
"Kepler-1022 b",2016,"Transit"
"HD 75784 b",2014,"Radial Velocity"
"Kepler-1321 d",2021,"Transit"
"Kepler-1340 b",2016,"Transit"
"Kepler-411 d",2018,"Transit"
"Kepler-411 c",2016,"Transit"
"Kepler-742 b",2016,"Transit"
"Kepler-936 b",2016,"Transit"
"K2-295 b",2018,"Transit"
"Kepler-748 b",2016,"Transit"
"TOI-2459 b",2023,"Transit"
"HATS-18 b",2016,"Transit"
"Kepler-1349 b",2016,"Transit"
"Kepler-1627 b",2016,"Transit"
"Kepler-394 d",2021,"Transit"
"Kepler-1601 b",2016,"Transit"
"Kepler-1751 b",2021,"Transit"
"K2-133 e",2019,"Transit"
"K2-308 b",2019,"Transit"
"DS Tuc A b",2019,"Transit"
"Kepler-283 c",2014,"Transit"
"Kepler-1086 b",2016,"Transit"
"Kepler-25 c",2011,"Transit"
"Kepler-1023 b",2016,"Transit"
"Kepler-1497 b",2016,"Transit"
"Kepler-981 b",2016,"Transit"
"K2-3 d",2015,"Transit"
"TOI-411 c",2022,"Transit"
"Kepler-436 c",2016,"Transit"
"HD 175167 b",2009,"Radial Velocity"
"HD 74698 b",2023,"Radial Velocity"
"TOI-1680 b",2023,"Transit"
"Kepler-1743 b",2021,"Transit"
"K2-173 b",2018,"Transit"
"WASP-181 b",2019,"Transit"
"Kepler-583 b",2016,"Transit"
"Kepler-1770 b",2021,"Transit"
"Kepler-987 b",2016,"Transit"
"Kepler-385 d",2020,"Transit"
"WASP-84 c",2023,"Transit"
"Kepler-1201 b",2016,"Transit"
"Kepler-1540 b",2016,"Transit"
"HAT-P-70 b",2019,"Transit"
"Kepler-176 c",2014,"Transit"
"HD 96700 c",2021,"Radial Velocity"
"Kepler-1568 b",2016,"Transit"
"HATS-58 A b",2019,"Transit"
"WASP-169 b",2019,"Transit"
"K2-147 b",2018,"Transit"
"Kepler-247 d",2014,"Transit"
"Kepler-1552 b",2016,"Transit"
"K2-3 c",2015,"Transit"
"K2-3 b",2015,"Transit"
"HIP 81208 C b",2023,"Imaging"
"LkCa 15 c",2015,"Imaging"
"Kepler-1542 c",2016,"Transit"
"HD 30856 b",2011,"Radial Velocity"
"Kepler-173 c",2014,"Transit"
"TOI-163 b",2019,"Transit"
"Kepler-1445 b",2016,"Transit"
"Kepler-1095 b",2016,"Transit"
"Kepler-1123 b",2016,"Transit"
"NGTS-8 b",2019,"Transit"
"TOI-2084 b",2023,"Transit"
"Kepler-1371 c",2016,"Transit"
"TOI-411 b",2022,"Transit"
"HD 219134 c",2015,"Radial Velocity"
"HD 219134 f",2015,"Radial Velocity"
"HD 219134 h",2015,"Radial Velocity"
"Kepler-1877 b",2021,"Transit"
"Kepler-331 c",2014,"Transit"
"Kepler-543 b",2016,"Transit"
"HD 150010 b",2022,"Radial Velocity"
"Kepler-1105 b",2016,"Transit"
"Kepler-1311 b",2016,"Transit"
"K2-58 c",2016,"Transit"
"Kepler-1449 b",2016,"Transit"
"HD 38801 b",2009,"Radial Velocity"
"Kepler-389 c",2014,"Transit"
"Kepler-147 c",2014,"Transit"
"GJ 1265 b",2018,"Radial Velocity"
"Kepler-604 b",2016,"Transit"
"TOI-2000 b",2023,"Transit"
"HD 62364 b",2022,"Radial Velocity"
"BD-210397 b",2023,"Radial Velocity"
"Kepler-92 c",2013,"Transit"
"Kepler-1635 b",2016,"Transit"
"Kepler-667 b",2016,"Transit"
"Kepler-1709 b",2021,"Transit"
"K2-158 c",2018,"Transit"
"HD 135625 b",2023,"Radial Velocity"
"HD 108202 b",2023,"Radial Velocity"
"HD 185283 b",2023,"Radial Velocity"
"Kepler-167 b",2014,"Transit"
"Kepler-127 c",2014,"Transit"
"Kepler-111 c",2014,"Transit"
"Kepler-890 b",2016,"Transit"
"Kepler-175 b",2014,"Transit"
"WASP-175 b",2019,"Transit"
"WASP-182 b",2019,"Transit"
"Kepler-374 c",2014,"Transit"
"K2-43 b",2016,"Transit"
"Kepler-557 b",2016,"Transit"
"Kepler-1904 b",2021,"Transit"
"HATS-47 b",2020,"Transit"
"Kepler-186 e",2014,"Transit"
"Kepler-1902 b",2021,"Transit"
"Kepler-747 b",2016,"Transit"
"DH Tau b",2004,"Imaging"
"TOI-1052 b",2023,"Transit"
"GJ 3998 d",2025,"Radial Velocity"
"HIP 5763 b",2021,"Radial Velocity"
"Kepler-1044 b",2016,"Transit"
"HATS-48 A b",2020,"Transit"
"HATS-49 b",2020,"Transit"
"HATS-72 b",2020,"Transit"
"Kepler-316 b",2014,"Transit"
"Kepler-1085 c",2020,"Transit"
"Kepler-1585 b",2016,"Transit"
"Kepler-1856 b",2021,"Transit"
"Kepler-116 b",2014,"Transit"
"Kepler-1958 b",2021,"Transit"
"TOI-169 b",2020,"Transit"
"HD 12648 b",2015,"Radial Velocity"
"Kepler-1301 b",2016,"Transit"
"HD 112300 b",2023,"Radial Velocity"
"HD 36384 b",2023,"Radial Velocity"
"HD 216437 b",2002,"Radial Velocity"
"HD 28254 b",2010,"Radial Velocity"
"Kepler-1695 b",2020,"Transit"
"NGTS-9 b",2019,"Transit"
"Qatar-6 b",2017,"Transit"
"HD 213885 b",2019,"Transit"
"Kepler-1103 b",2016,"Transit"
"NGTS-11 b",2020,"Transit"
"CoRoT-10 b",2010,"Transit"
"TOI-1728 b",2020,"Transit"
"TOI-4201 b",2023,"Transit"
"LHS 475 b",2023,"Transit"
"GJ 367 c",2023,"Radial Velocity"
"TOI-2095 c",2023,"Transit"
"HD 44219 b",2010,"Radial Velocity"
"HIP 70849 b",2009,"Radial Velocity"
"HD 158259 b",2020,"Radial Velocity"
"HD 158259 d",2020,"Radial Velocity"
"Kepler-184 b",2014,"Transit"
"HD 114783 c",2018,"Radial Velocity"
"HD 158259 e",2020,"Radial Velocity"
"HD 158259 f",2020,"Radial Velocity"
"Kepler-1112 b",2016,"Transit"
"Kepler-345 c",2014,"Transit"
"HD 99492 b",2004,"Radial Velocity"
"HIP 65 A b",2020,"Transit"
"GJ 832 b",2008,"Radial Velocity"
"HIP 54597 b",2023,"Radial Velocity"
"HD 73256 c",2023,"Radial Velocity"
"HD 190007 b",2020,"Radial Velocity"
"HD 99492 c",2023,"Radial Velocity"
"KMT-2020-BLG-0202L b",2026,"Microlensing"
"KMT-2023-BLG-0466L b",2026,"Microlensing"
"Kepler-1820 b",2021,"Transit"
"Kepler-993 b",2016,"Transit"
"Kepler-261 c",2014,"Transit"
"Kepler-1560 b",2016,"Transit"
"HD 213885 c",2019,"Radial Velocity"
"WASP-126 b",2016,"Transit"
"XO-7 b",2019,"Transit"
"WASP-176 b",2020,"Transit"
"Kepler-233 c",2014,"Transit"
"Kepler-218 d",2016,"Transit"
"TOI-5486 b",2026,"Transit"
"Kepler-1360 b",2016,"Transit"
"EPIC 220554210 c",2019,"Transit"
"Kepler-270 b",2014,"Transit"
"Kepler-215 d",2014,"Transit"
"Kepler-1867 b",2021,"Transit"
"HD 20782 b",2006,"Radial Velocity"
"Kepler-48 b",2012,"Transit"
"Kepler-1380 b",2016,"Transit"
"Kepler-693 b",2016,"Transit"
"K2-54 b",2016,"Transit"
"eps Tau b",2006,"Radial Velocity"
"81 Cet b",2008,"Radial Velocity"
"Kepler-1416 b",2016,"Transit"
"Kepler-292 e",2014,"Transit"
"Kepler-653 b",2016,"Transit"
"WASP-187 b",2020,"Transit"
"GJ 433 d",2020,"Radial Velocity"
"TOI-540 b",2020,"Transit"
"nu Oph b",2012,"Radial Velocity"
"HD 5608 b",2012,"Radial Velocity"
"Kepler-1485 b",2016,"Transit"
"Kepler-1134 b",2016,"Transit"
"HD 173416 b",2008,"Radial Velocity"
"HD 210702 b",2007,"Radial Velocity"
"HD 202206 c",2004,"Radial Velocity"
"Kepler-769 c",2016,"Transit"
"Kepler-1900 b",2021,"Transit"
"Kepler-1466 b",2016,"Transit"
"TOI-251 b",2021,"Transit"
"K2-124 b",2017,"Transit"
"Kepler-322 b",2014,"Transit"
"Kepler-1317 b",2016,"Transit"
"Kepler-1673 b",2020,"Transit"
"Kepler-740 b",2016,"Transit"
"EPIC 201754305 d",2019,"Transit"
"xi Aql b",2007,"Radial Velocity"
"TOI-954 b",2020,"Transit"
"Kepler-567 b",2016,"Transit"
"11 Com b",2007,"Radial Velocity"
"HD 180314 b",2010,"Radial Velocity"
"18 Del b",2008,"Radial Velocity"
"LHS 1903 d",2026,"Transit"
"Kepler-888 b",2016,"Transit"
"4 UMa b",2006,"Radial Velocity"
"6 Lyn b",2008,"Radial Velocity"
"HIP 19976 b",2022,"Radial Velocity"
"HD 89744 b",1999,"Radial Velocity"
"Kepler-648 b",2016,"Transit"
"Kepler-1744 b",2021,"Transit"
"HIP 12961 b",2010,"Radial Velocity"
"HD 141004 b",2021,"Radial Velocity"
"HD 189567 c",2021,"Radial Velocity"
"BD+37 3172 b",2023,"Radial Velocity"
"Kepler-95 b",2014,"Transit"
"Kepler-1670 b",2020,"Transit"
"Kepler-1308 b",2016,"Transit"
"Kepler-404 c",2014,"Transit"
"HD 120084 b",2013,"Radial Velocity"
"HD 14067 b",2014,"Radial Velocity"
"HD 208897 b",2017,"Radial Velocity"
"Kepler-1400 b",2016,"Transit"
"HD 96992 b",2021,"Radial Velocity"
"Kepler-326 d",2014,"Transit"
"TOI-712 b",2022,"Transit"
"TOI-712 d",2022,"Transit"
"Kepler-1514 b",2016,"Transit"
"V2376 Ori b",2025,"Imaging"
"Kepler-129 c",2014,"Transit"
"TOI-905 b",2020,"Transit"
"K2-73 c",2025,"Radial Velocity"
"Kepler-1795 b",2021,"Transit"
"TIC 237913194 b",2020,"Transit"
"Kepler-512 b",2016,"Transit"
"NGTS-13 b",2021,"Transit"
"HD 72490 b",2018,"Radial Velocity"
"Kepler-1468 d",2021,"Transit"
"HD 75898 b",2007,"Radial Velocity"
"Kepler-1459 b",2016,"Transit"
"Kepler-1769 b",2021,"Transit"
"gam Lib c",2018,"Radial Velocity"
"24 Boo b",2018,"Radial Velocity"
"KOI-351 f",2013,"Transit"
"Kepler-1615 b",2016,"Transit"
"TOI-1238 b",2022,"Transit"
"HD 47366 b",2016,"Radial Velocity"
"HD 47366 c",2016,"Radial Velocity"
"HATS-71 b",2020,"Transit"
"TOI-824 b",2020,"Transit"
"HD 4732 b",2012,"Radial Velocity"
"omi CrB b",2012,"Radial Velocity"
"HD 4732 c",2012,"Radial Velocity"
"Kepler-351 d",2016,"Transit"
"Kepler-324 b",2014,"Transit"
"GJ 251 b",2020,"Radial Velocity"
"Kepler-1931 b",2021,"Transit"
"HAT-P-62 b",2021,"Transit"
"HAT-P-63 b",2021,"Transit"
"Kepler-570 b",2016,"Transit"
"Kepler-1396 b",2016,"Transit"
"Kepler-1165 c",2021,"Transit"
"Kepler-640 b",2016,"Transit"
"Kepler-893 b",2016,"Transit"
"K2-138 d",2017,"Transit"
"HD 103949 b",2019,"Radial Velocity"
"75 Cet b",2012,"Radial Velocity"
"omi UMa b",2012,"Radial Velocity"
"Kepler-722 c",2016,"Transit"
"K2-138 e",2017,"Transit"
"K2-138 f",2017,"Transit"
"Kepler-170 b",2014,"Transit"
"Kepler-1542 e",2016,"Transit"
"Kepler-789 b",2016,"Transit"
"Kepler-328 c",2013,"Transit"
"K2-32 d",2016,"Transit"
"K2-32 b",2016,"Transit"
"Kepler-299 b",2014,"Transit"
"K2-154 c",2018,"Transit"
"K2-32 c",2016,"Transit"
"Kepler-1821 b",2021,"Transit"
"ome Ser b",2013,"Radial Velocity"
"HD 2952 b",2013,"Radial Velocity"
"HD 164922 b",2005,"Radial Velocity"
"K2-100 b",2016,"Transit"
"HIP 71135 b",2019,"Radial Velocity"
"Kepler-55 f",2014,"Transit"
"Kepler-1073 d",2021,"Transit"
"Kepler-804 c",2016,"Transit"
"GJ 15 A b",2014,"Radial Velocity"
"Kepler-135 c",2014,"Transit"
"K2-138 g",2021,"Transit"
"TOI-1231 b",2021,"Transit"
"HD 73526 b",2002,"Radial Velocity"
"Kepler-959 b",2016,"Transit"
"TOI-1062 b",2021,"Transit"
"Kepler-1304 b",2016,"Transit"
"PH2 b",2013,"Transit"
"Kepler-1043 b",2016,"Transit"
"Kepler-156 c",2014,"Transit"
"TOI-257 b",2021,"Transit"
"Kepler-168 b",2014,"Transit"
"TOI-5126 c",2023,"Transit"
"TOI-5126 b",2023,"Transit"
"Kepler-1708 b",2021,"Transit"
"TOI-1749 d",2021,"Transit"
"TOI-674 b",2021,"Transit"
"Kepler-1310 b",2016,"Transit"
"TOI-1062 c",2021,"Radial Velocity"
"TOI-5605 b",2026,"Transit"
"HD 154857 b",2004,"Radial Velocity"
"Kepler-1404 b",2016,"Transit"
"K2-99 c",2022,"Radial Velocity"
"TOI-269 b",2021,"Transit"
"Kepler-902 b",2016,"Transit"
"Kepler-894 b",2016,"Transit"
"TOI-628 b",2021,"Transit"
"HD 64121 b",2022,"Radial Velocity"
"HAT-P-58 b",2021,"Transit"
"HAT-P-59 b",2021,"Transit"
"Kepler-213 c",2014,"Transit"
"Kepler-1561 b",2016,"Transit"
"Kepler-1338 b",2016,"Transit"
"Kepler-53 d",2014,"Transit"
"TOI-2202 c",2021,"Transit Timing Variations"
"TOI-199 c",2023,"Transit Timing Variations"
"75 Cet c",2023,"Radial Velocity"
"Kepler-542 b",2016,"Transit"
"Kepler-394 c",2014,"Transit"
"HD 213240 b",2001,"Radial Velocity"
"Kepler-1640 b",2016,"Transit"
"Kepler-1423 b",2016,"Transit"
"GJ 724 b",2023,"Radial Velocity"
"GJ 4274 c",2026,"Radial Velocity"
"TOI-5398 b",2022,"Transit"
"61 Vir c",2009,"Radial Velocity"
"HAT-P-43 b",2012,"Transit"
"HD 110067 c",2023,"Transit"
"HD 110067 f",2023,"Transit"
"Kepler-1512 b",2016,"Transit"
"Kepler-825 b",2016,"Transit"
"Kepler-245 c",2014,"Transit"
"Kepler-1233 b",2016,"Transit"
"Kepler-1398 b",2016,"Transit"
"TOI-2184 b",2022,"Transit"
"14 Her b",2002,"Radial Velocity"
"USco1621 b",2019,"Imaging"
"Kepler-607 b",2016,"Transit"
"HD 110067 b",2023,"Transit"
"GJ 3988 b",2023,"Radial Velocity"
"Kepler-1784 b",2021,"Transit"
"TOI-5777 b",2026,"Transit"
"TOI-6080 b",2026,"Transit"
"TOI-2104 b",2026,"Transit"
"Kepler-1019 b",2016,"Transit"
"HD 134606 d",2024,"Radial Velocity"
"HD 134606 b",2024,"Radial Velocity"
"TOI-2257 b",2021,"Transit"
"Kepler-97 b",2014,"Transit"
"Kepler-1230 b",2016,"Transit"
"Kepler-300 b",2014,"Transit"
"HD 134606 e",2024,"Radial Velocity"
"K2-75 c",2016,"Transit"
"TOI-2134 b",2023,"Transit"
"TOI-544 c",2023,"Radial Velocity"
"TOI-2134 c",2023,"Transit"
"K2-275 b",2018,"Transit"
"HD 47186 b",2008,"Radial Velocity"
"Kepler-1024 b",2016,"Transit"
"Kepler-1559 b",2016,"Transit"
"Kepler-1725 b",2021,"Transit"
"Kepler-155 c",2014,"Transit"
"Kepler-307 b",2013,"Transit"
"Kepler-755 c",2016,"Transit"
"HATS-75 b",2021,"Transit"
"HAT-P-55 b",2015,"Transit"
"HAT-P-51 b",2015,"Transit"
"Kepler-1637 b",2016,"Transit"
"Kepler-708 b",2016,"Transit"
"TIC 172900988 b",2021,"Transit"
"BD-08 2823 b",2009,"Radial Velocity"
"HD 10180 c",2010,"Radial Velocity"
"HD 112570 b",2023,"Radial Velocity"
"Kepler-836 b",2016,"Transit"
"Kepler-178 b",2014,"Transit"
"TOI-3362 b",2021,"Transit"
"Kepler-1348 b",2016,"Transit"
"Kepler-984 b",2016,"Transit"
"TOI-1839 b",2026,"Transit"
"GPX-1 b",2021,"Transit"
"TOI-559 b",2021,"Transit"
"TOI-530 b",2021,"Transit"
"Kepler-907 b",2016,"Transit"
"Kepler-823 b",2016,"Transit"
"HD 154391 b",2023,"Radial Velocity"
"HD 63433 d",2023,"Transit"
"Kepler-647 c",2020,"Transit"
"K2-153 b",2018,"Transit"
"Kepler-1082 b",2016,"Transit"
"TOI-1431 b",2021,"Transit"
"WASP-76 b",2016,"Transit"
"WASP-95 b",2014,"Transit"
"TOI-4551 b",2023,"Transit"
"HD 219666 b",2018,"Transit"
"HD 192310 c",2011,"Radial Velocity"
"HD 195019 b",1998,"Radial Velocity"
"Kepler-334 b",2014,"Transit"
"Kepler-139 e",2023,"Radial Velocity"
"Kepler-1196 b",2016,"Transit"
"Kepler-333 b",2014,"Transit"
"Kepler-562 b",2016,"Transit"
"Kepler-1671 b",2020,"Transit"
"Kepler-1158 b",2016,"Transit"
"HD 110067 g",2023,"Transit"
"HD 88986 b",2023,"Radial Velocity"
"TOI-4377 b",2023,"Transit"
"Kepler-57 b",2012,"Transit"
"Kepler-461 b",2016,"Transit"
"HD 24085 b",2019,"Radial Velocity"
"Kepler-1843 b",2021,"Transit"
"Kepler-1184 b",2016,"Transit"
"TOI-1860 b",2022,"Transit"
"TOI-2260 b",2022,"Transit"
"Kepler-1018 b",2016,"Transit"
"HD 69830 c",2006,"Radial Velocity"
"HD 10647 b",2006,"Radial Velocity"
"HD 219134 b",2015,"Radial Velocity"
"TOI-2092 b",2026,"Transit"
"Proxima Cen b",2016,"Radial Velocity"
"HD 104067 c",2024,"Radial Velocity"
"HATS-2 b",2013,"Transit"
"TOI-782 b",2024,"Transit"
"K2-250 b",2018,"Transit"
"Kepler-1852 b",2021,"Transit"
"Kepler-881 b",2016,"Transit"
"Kepler-1294 b",2016,"Transit"
"HD 153557 c",2022,"Radial Velocity"
"Kepler-1255 b",2016,"Transit"
"M62H b",2024,"Pulsar Timing"
"TOI-1136 d",2022,"Transit"
"Kepler-127 b",2014,"Transit"
"Kepler-1736 b",2021,"Transit"
"GJ 9827 b",2017,"Transit"
"Kepler-532 b",2016,"Transit"
"Kepler-1871 b",2021,"Transit"
"Kepler-1457 b",2016,"Transit"
"Teegarden's Star b",2019,"Radial Velocity"
"Teegarden's Star c",2019,"Radial Velocity"
"TOI-1136 f",2022,"Transit"
"TOI-1448 b",2024,"Transit"
"TOI-2120 b",2024,"Transit"
"TOI-2337 b",2022,"Transit"
"TOI-4329 b",2022,"Transit"
"TOI-2445 b",2022,"Transit"
"HIP 109600 b",2016,"Radial Velocity"
"Kepler-1923 b",2021,"Transit"
"Kepler-467 b",2016,"Transit"
"Kepler-302 c",2014,"Transit"
"TOI-2180 b",2022,"Transit"
"Kepler-683 b",2016,"Transit"
"Kepler-120 b",2014,"Transit"
"TOI-5720 b",2024,"Transit"
"TOI-2447 b",2024,"Transit"
"Kepler-1326 b",2016,"Transit"
"Kepler-9 b",2010,"Transit"
"Kepler-406 c",2014,"Transit"
"Kepler-315 b",2014,"Transit"
"Kepler-1078 b",2016,"Transit"
"TOI-206 b",2022,"Transit"
"TOI-2669 b",2022,"Transit"
"Kepler-1038 b",2016,"Transit"
"Kepler-1802 c",2021,"Transit"
"TOI-4029 b",2026,"Transit"
"TOI-1136 b",2022,"Transit"
"Kepler-1887 b",2021,"Transit"
"HAT-P-65 b",2016,"Transit"
"CI Tau c",2024,"Radial Velocity"
"Kepler-1632 b",2016,"Transit"
"Kepler-1306 b",2016,"Transit"
"Kepler-1925 b",2021,"Transit"
"LHS 1678 b",2021,"Transit"
"TOI-1273 b",2024,"Transit"
"TOI-1199 b",2024,"Transit"
"HD 220773 b",2011,"Radial Velocity"
"Kepler-60 d",2012,"Transit"
"Kepler-1452 b",2016,"Transit"
"TOI-4405 b",2026,"Transit"
"Kepler-1686 b",2020,"Transit"
"HD 130322 b",1999,"Radial Velocity"
"Kepler-1138 b",2016,"Transit"
"GJ 1214 b",2009,"Transit"
"TOI-4438 b",2024,"Transit"
"Kepler-584 b",2016,"Transit"
"Kepler-1961 b",2021,"Transit"
"Kepler-270 c",2014,"Transit"
"TOI-757 b",2024,"Transit"
"Kepler-1157 b",2016,"Transit"
"Kepler-1746 b",2021,"Transit"
"K2-243 c",2018,"Transit"
"Kepler-403 d",2016,"Transit"
"TOI-2714 b",2024,"Transit"
"Kepler-378 b",2014,"Transit"
"TOI-216.01",2019,"Transit"
"HD 102272 b",2008,"Radial Velocity"
"GJ 2056 b",2020,"Radial Velocity"
"Kepler-256 e",2014,"Transit"
"Kepler-1408 b",2016,"Transit"
"TOI-1408 c",2024,"Transit Timing Variations"
"TOI-1408 b",2023,"Transit"
"TOI-1437 b",2024,"Transit"
"BD-13 2130 b",2007,"Radial Velocity"
"TOI-1751 b",2024,"Transit"
"TOI-1694 b",2023,"Transit"
"Kepler-826 b",2016,"Transit"
"HIP 67522 b",2020,"Transit"
"HIP 67522 c",2024,"Transit"
"TOI-3261 b",2024,"Transit"
"Kepler-1929 b",2021,"Transit"
"Kepler-1284 b",2016,"Transit"
"HIP 116454 b",2014,"Transit"
"TIC 46432937 b",2024,"Transit"
"TOI-1807 b",2021,"Transit"
"HD 77946 b",2024,"Transit"
"TOI-1836 c",2024,"Transit"
"TOI-1181 b",2022,"Transit"
"Kepler-1587 b",2016,"Transit"
"TOI-1246 c",2022,"Transit"
"Kepler-482 b",2016,"Transit"
"TOI-5634 A b",2024,"Transit"
"Kepler-1070 b",2016,"Transit"
"HD 68402 b",2016,"Radial Velocity"
"Kepler-736 b",2016,"Transit"
"K2-69 b",2016,"Transit"
"TOI-469.01",2021,"Transit"
"Kepler-649 b",2016,"Transit"
"K2-25 b",2015,"Transit"
"TOI-6034 b",2024,"Transit"
"Kepler-1237 b",2016,"Transit"
"TOI-1710 b",2022,"Transit"
"TOI-1694 c",2023,"Radial Velocity"
"TOI-1736 c",2023,"Radial Velocity"
"TOI-1272 b",2022,"Transit"
"TOI-1272 c",2022,"Radial Velocity"
"HD 93963 A b",2022,"Transit"
"HD 564 b",2014,"Radial Velocity"
"Kepler-111 b",2014,"Transit"
"TIC 393818343 b",2024,"Transit"
"Kepler-466 b",2016,"Transit"
"Kepler-1401 b",2016,"Transit"
"Kepler-928 b",2016,"Transit"
"Kepler-1361 b",2016,"Transit"
"K2-58 b",2016,"Transit"
"TAP 26 b",2017,"Radial Velocity"
"Kepler-879 c",2024,"Transit"
"HD 21520 b",2024,"Transit"
"Kepler-192 d",2016,"Transit"
"Kepler-939 b",2016,"Transit"
"Kepler-1873 b",2021,"Transit"
"Kepler-282 e",2013,"Transit"
"Kepler-1357 b",2016,"Transit"
"HD 93963 A c",2022,"Transit"
"Kepler-1320 b",2016,"Transit"
"Kepler-1807 b",2021,"Transit"
"TOI-2374 b",2024,"Transit"
"BD-14 3065 b",2024,"Transit"
"TOI-3071 b",2024,"Transit"
"TOI-1386 b",2024,"Transit"
"TOI-1288 b",2022,"Transit"
"HD 135694 b",2023,"Transit"
"Kepler-1845 b",2021,"Transit"
"Kepler-90 i",2017,"Transit"
"HD 194490 b",2022,"Radial Velocity"
"TOI-1630.01",2024,"Transit"
"TOI-1782.02",2024,"Transit"
"WASP-148 b",2020,"Transit"
"K2-99 b",2016,"Transit"
"TOI-1659.01",2024,"Transit"
"Kepler-992 b",2016,"Transit"
"TOI-2048 b",2022,"Transit"
"Kepler-1273 b",2016,"Transit"
"TOI-3757 b",2022,"Transit"
"TOI-375 c",2026,"Radial Velocity"
"TOI-3568 b",2024,"Transit"
"KOINTREAU-4 b",2026,"Imaging"
"AU Mic d",2023,"Transit Timing Variations"
"TOI-1798.02",2024,"Transit"
"TOI-1798.01",2024,"Transit"
"Kepler-1899 b",2021,"Transit"
"Kepler-613 b",2016,"Transit"
"Kepler-393 b",2014,"Transit"
"TOI-4638.01",2024,"Transit"
"Kepler-713 b",2016,"Transit"
"TOI-2570 b",2022,"Transit"
"K2-150 b",2018,"Transit"
"HD 20868 b",2008,"Radial Velocity"
"TOI-1452 b",2022,"Transit"
"K2-212 b",2018,"Transit"
"EPIC 228836835 b",2021,"Transit"
"Kepler-183 c",2014,"Transit"
"Kepler-131 b",2014,"Transit"
"TOI-201 b",2021,"Transit"
"TOI-201 d",2026,"Transit"
"TOI-201 c",2025,"Transit Timing Variations"
"Kepler-951 b",2016,"Transit"
"TOI-2458 b",2024,"Transit"
"TOI-4562 c",2024,"Transit Timing Variations"
"TOI-4562 b",2023,"Transit"
"Kepler-1860 b",2021,"Transit"
"TOI-3693 b",2022,"Transit"
"Kepler-732 b",2016,"Transit"
"WASP-72 b",2012,"Transit"
"WASP-99 b",2014,"Transit"
"TOI-2200 b",2026,"Transit"
"TOI-2193 A b",2022,"Transit"
"TOI-2207 b",2022,"Transit"
"Kepler-1040 b",2016,"Transit"
"TOI-1716.01",2024,"Transit"
"Kepler-901 b",2016,"Transit"
"TOI-260 b",2024,"Transit"
"L 168-9 b",2020,"Transit"
"K2-167 b",2018,"Transit"
"TOI-1768.01",2024,"Transit"
"Kepler-597 b",2016,"Transit"
"HD 100655 b",2011,"Radial Velocity"
"Kepler-203 b",2014,"Transit"
"Kepler-520 c",2016,"Transit"
"HR 8799 e",2010,"Imaging"
"TOI-1130 c",2020,"Transit"
"TOI-1184 b",2024,"Transit"
"TOI-1772.01",2024,"Transit"
"Kepler-330 b",2014,"Transit"
"TOI-5005 b",2024,"Transit"
"Kepler-167 c",2014,"Transit"
"HD 180902 b",2009,"Radial Velocity"
"Kepler-1137 b",2016,"Transit"
"Kepler-267 c",2014,"Transit"
"HD 216520 b",2020,"Radial Velocity"
"TOI-2421 b",2022,"Transit"
"Kepler-242 b",2014,"Transit"
"TOI-5076 b",2024,"Transit"
"TOI-1453 c",2025,"Transit"
"TOI-4504 d",2024,"Transit Timing Variations"
"TOI-4137 b",2022,"Transit"
"K2-213 b",2018,"Transit"
"TOI-2458 c",2024,"Radial Velocity"
"DMPP-1 b",2019,"Radial Velocity"
"DMPP-1 c",2019,"Radial Velocity"
"TOI-512 b",2025,"Transit"
"Kepler-1577 b",2016,"Transit"
"HD 73344 d",2025,"Radial Velocity"
"Kepler-751 b",2016,"Transit"
"Kepler-606 b",2016,"Transit"
"Kepler-1575 b",2016,"Transit"
"TOI-561 d",2020,"Transit"
"HD 207832 b",2012,"Radial Velocity"
"HD 102956 b",2010,"Radial Velocity"
"WASP-132 c",2022,"Transit"
"Kepler-1490 b",2016,"Transit"
"TOI-2364 b",2023,"Transit"
"TOI-4994 b",2024,"Transit"
"HD 20794 d",2011,"Radial Velocity"
"Kepler-377 b",2014,"Transit"
"EPIC 212499991 b",2019,"Transit"
"Kepler-227 c",2014,"Transit"
"Kepler-887 b",2016,"Transit"
"GJ 3138 c",2017,"Radial Velocity"
"TOI-2842 b",2023,"Transit"
"TOI-2977 b",2023,"Transit"
"TOI-2583 A b",2023,"Transit"
"Kepler-1503 b",2016,"Transit"
"Kepler-1781 b",2021,"Transit"
"TOI-3023 b",2023,"Transit"
"Kepler-198 d",2016,"Transit"
"TOI-2133 b",2026,"Transit"
"LHS 1903 c",2026,"Transit"
"TOI-4504 b",2024,"Transit"
"HIP 948 b",2022,"Radial Velocity"
"Kepler-1204 b",2016,"Transit"
"TOI-2587 A b",2023,"Transit"
"Kepler-251 e",2014,"Transit"
"Kepler-547 b",2016,"Transit"
"Kepler-1828 b",2021,"Transit"
"Kepler-1328 b",2016,"Transit"
"Kepler-874 b",2016,"Transit"
"HD 20794 f",2025,"Radial Velocity"
"Gl 725 A b",2025,"Radial Velocity"
"Kepler-32 b",2011,"Transit"
"Kepler-1150 b",2016,"Transit"
"ZTF J1230-2655 b",2025,"Transit"
"TOI-3912 b",2023,"Transit"
"K2-104 b",2016,"Transit"
"HD 65216 b",2003,"Radial Velocity"
